date,amm_busheling_midwest,hr_coil,alluminum,iron_ore,turkish_scrap,nue
12/29/07,293,791,1480,129,211,59
12/30/07,231,619,1719,169,393,62
12/31/07,213,975,2909,100,383,43
1/1/08,168,999,2215,48,291,60
1/2/08,230,1023,1440,105,352,50
1/3/08,248,964,2075,83,419,46
1/4/08,266,1064,1625,55,343,81
1/5/08,355,1013,2404,70,202,26
1/6/08,257,616,1360,64,476,31
1/7/08,174,721,2976,146,374,76
1/8/08,210,1004,1459,81,275,37
1/9/08,209,541,2818,76,185,43
1/10/08,503,840,3130,108,215,42
1/11/08,475,558,1254,47,288,81
1/12/08,166,547,1440,150,400,79
1/13/08,383,827,1938,189,333,34
1/14/08,263,931,1423,159,190,45
1/15/08,262,729,2546,92,180,32
1/16/08,312,370,3124,131,474,33
1/17/08,357,941,1328,108,469,45
1/18/08,436,914,2364,37,327,37
1/19/08,232,846,2166,171,423,46
1/20/08,320,542,2614,74,294,68
1/21/08,331,748,3146,129,290,33
1/22/08,419,869,2521,169,505,44
1/23/08,485,711,2194,159,451,31
1/24/08,169,384,1415,104,478,70
1/25/08,356,431,3001,119,465,71
1/26/08,362,1032,3172,158,434,56
1/27/08,213,772,2691,154,250,42
1/28/08,166,447,2401,170,498,39
1/29/08,164,374,2173,41,272,59
1/30/08,263,682,2993,72,440,48
1/31/08,243,408,3027,53,203,48
2/1/08,429,529,1614,111,271,28
2/2/08,505,850,2656,163,461,43
2/3/08,328,994,3075,138,422,78
2/4/08,229,672,1612,130,405,75
2/5/08,371,1030,3031,55,397,48
2/6/08,345,920,1461,137,218,69
2/7/08,238,387,2445,100,335,28
2/8/08,433,702,2747,64,478,66
2/9/08,404,860,2683,104,331,57
2/10/08,426,497,1553,140,416,47
2/11/08,328,982,1288,131,324,79
2/12/08,441,496,1516,77,255,62
2/13/08,421,500,2693,93,246,46
2/14/08,250,563,2971,125,264,64
2/15/08,373,862,1731,118,504,60
2/16/08,274,835,1859,105,326,31
2/17/08,285,478,3082,39,486,76
2/18/08,306,750,2598,39,197,76
2/19/08,337,897,2957,128,467,51
2/20/08,264,1008,2411,82,229,73
2/21/08,349,750,1253,101,218,75
2/22/08,276,672,3189,120,471,29
2/23/08,464,799,3161,138,412,30
2/24/08,234,493,2780,134,404,74
2/25/08,175,649,2740,187,237,41
2/26/08,239,976,1742,55,322,34
2/27/08,208,882,1639,132,487,29
2/28/08,254,694,1630,127,379,31
2/29/08,199,766,1851,172,456,66
3/1/08,271,892,3122,126,338,64
3/2/08,486,595,1843,103,336,46
3/3/08,161,656,2497,94,482,37
3/4/08,273,490,2748,73,356,52
3/5/08,309,357,2398,58,172,69
3/6/08,258,416,1817,109,506,67
3/7/08,310,1010,1681,145,502,79
3/8/08,373,592,1958,85,334,48
3/9/08,438,678,2943,85,188,56
3/10/08,389,1013,1770,63,279,27
3/11/08,163,591,3113,97,268,81
3/12/08,395,478,1584,184,224,31
3/13/08,321,408,2963,164,313,48
3/14/08,215,1023,1571,162,417,51
3/15/08,435,731,2965,175,317,57
3/16/08,190,796,1560,90,314,29
3/17/08,421,959,2518,42,298,59
3/18/08,262,699,2060,148,371,53
3/19/08,189,897,2075,79,407,63
3/20/08,269,496,2069,123,300,76
3/21/08,347,771,1465,181,248,54
3/22/08,231,928,1479,49,245,60
3/23/08,478,704,2719,75,187,79
3/24/08,204,826,2257,81,460,43
3/25/08,274,525,1634,171,435,31
3/26/08,447,744,1350,122,375,71
3/27/08,486,463,1253,40,232,62
3/28/08,246,490,2149,120,430,77
3/29/08,238,450,3100,74,469,67
3/30/08,327,536,2245,99,191,81
3/31/08,477,802,2538,64,412,44
4/1/08,279,634,2565,71,462,64
4/2/08,474,600,1484,71,240,48
4/3/08,230,640,2593,37,485,41
4/4/08,265,993,2464,143,368,62
4/5/08,414,991,3034,145,432,32
4/6/08,263,1037,2470,161,412,51
4/7/08,268,1013,3078,45,444,39
4/8/08,499,637,1596,103,213,75
4/9/08,388,853,2357,119,197,31
4/10/08,406,502,2345,185,311,35
4/11/08,389,1032,2249,132,337,36
4/12/08,299,845,2756,169,271,47
4/13/08,465,638,2849,52,506,38
4/14/08,499,576,2493,135,452,26
4/15/08,196,658,1855,153,290,43
4/16/08,318,950,1443,185,322,41
4/17/08,287,451,1341,70,404,50
4/18/08,350,677,1616,37,204,77
4/19/08,210,1001,1824,72,409,57
4/20/08,406,526,1741,147,506,82
4/21/08,469,952,1379,188,238,52
4/22/08,343,857,3052,41,184,82
4/23/08,240,498,1596,74,486,48
4/24/08,265,459,1419,154,368,52
4/25/08,468,825,2881,97,368,71
4/26/08,424,1048,3261,166,463,73
4/27/08,452,857,2389,77,267,49
4/28/08,491,553,2842,45,236,56
4/29/08,265,1033,2197,51,230,80
4/30/08,206,406,2126,73,171,49
5/1/08,190,819,2093,65,289,79
5/2/08,203,412,1919,75,432,76
5/3/08,236,465,2665,105,465,65
5/4/08,269,632,1839,180,396,79
5/5/08,415,482,2388,46,284,77
5/6/08,276,1041,3185,96,338,75
5/7/08,408,541,3216,128,283,28
5/8/08,164,562,2951,178,188,80
5/9/08,400,754,2147,115,439,28
5/10/08,246,753,2970,82,415,35
5/11/08,437,509,2495,124,479,36
5/12/08,365,933,2939,48,463,51
5/13/08,466,630,2178,129,173,44
5/14/08,228,631,1348,115,340,57
5/15/08,409,694,2474,96,271,60
5/16/08,307,637,2246,66,321,34
5/17/08,486,529,1518,65,202,75
5/18/08,335,536,1313,127,253,40
5/19/08,371,444,2926,154,342,31
5/20/08,419,448,1460,127,311,39
5/21/08,277,917,2301,42,238,80
5/22/08,244,641,1793,181,312,37
5/23/08,289,749,3011,165,417,32
5/24/08,299,994,3132,73,504,51
5/25/08,274,976,2618,190,190,26
5/26/08,434,781,2782,75,347,60
5/27/08,495,876,2114,80,470,76
5/28/08,414,945,1814,122,405,80
5/29/08,398,950,1549,37,344,78
5/30/08,239,986,2313,120,436,56
5/31/08,514,836,3045,144,275,45
6/1/08,416,382,3261,57,470,30
6/2/08,446,421,2965,93,410,36
6/3/08,231,529,1670,114,192,25
6/4/08,302,563,2153,97,446,60
6/5/08,451,1065,2576,57,348,57
6/6/08,315,1057,3046,104,343,36
6/7/08,399,804,1966,122,199,67
6/8/08,383,986,2509,162,304,81
6/9/08,167,657,2847,156,378,27
6/10/08,476,975,2222,121,393,44
6/11/08,198,637,2440,190,225,29
6/12/08,394,841,1330,45,357,36
6/13/08,323,1047,2571,128,251,61
6/14/08,363,739,2425,54,262,61
6/15/08,202,963,1344,163,503,67
6/16/08,207,765,2336,60,478,57
6/17/08,241,919,3039,41,425,41
6/18/08,284,389,3088,68,438,77
6/19/08,188,812,1993,116,341,39
6/20/08,393,759,2806,91,329,26
6/21/08,515,435,1963,74,490,32
6/22/08,350,434,1263,124,172,33
6/23/08,471,739,1527,128,423,57
6/24/08,258,393,1272,144,494,26
6/25/08,176,642,2664,105,456,41
6/26/08,220,873,1279,175,302,50
6/27/08,340,800,1280,117,196,35
6/28/08,297,901,2377,104,402,69
6/29/08,350,545,1921,189,259,60
6/30/08,497,916,3151,56,226,30
7/1/08,425,944,2300,186,418,75
7/2/08,347,572,2069,157,470,75
7/3/08,293,844,3074,80,465,36
7/4/08,195,1003,2277,49,198,52
7/5/08,396,618,1343,185,362,27
7/6/08,509,1060,1818,69,499,81
7/7/08,387,1004,3083,148,469,37
7/8/08,272,1008,1418,180,324,57
7/9/08,444,664,1917,69,475,59
7/10/08,424,764,2909,190,402,75
7/11/08,409,454,2788,156,270,48
7/12/08,403,400,2684,118,312,61
7/13/08,189,639,2392,74,468,66
7/14/08,196,457,2359,55,245,60
7/15/08,360,385,2581,64,178,66
7/16/08,352,980,3160,91,355,67
7/17/08,381,1023,2831,111,403,71
7/18/08,273,757,1502,55,504,56
7/19/08,450,612,2827,169,315,77
7/20/08,405,818,3015,166,449,33
7/21/08,391,973,1586,51,470,78
7/22/08,318,376,1401,127,299,62
7/23/08,293,741,1863,145,368,66
7/24/08,278,997,1699,187,242,81
7/25/08,474,941,2206,110,178,55
7/26/08,306,357,2393,74,248,72
7/27/08,197,1033,2440,163,369,53
7/28/08,268,604,2228,78,187,62
7/29/08,182,453,2403,66,384,41
7/30/08,487,431,1985,112,433,45
7/31/08,227,778,2572,174,482,28
8/1/08,383,957,2898,78,209,68
8/2/08,186,804,2855,64,325,38
8/3/08,320,938,2148,108,233,82
8/4/08,404,742,1946,97,432,39
8/5/08,176,642,1445,183,321,71
8/6/08,433,720,3133,139,206,43
8/7/08,252,1012,2749,120,346,82
8/8/08,492,734,1288,50,265,50
8/9/08,238,433,2459,159,232,66
8/10/08,300,1054,3163,147,460,55
8/11/08,386,563,3141,160,488,66
8/12/08,297,880,2688,93,220,47
8/13/08,248,746,2713,111,242,74
8/14/08,472,1026,1990,48,331,72
8/15/08,415,437,1330,178,283,65
8/16/08,337,906,3133,136,501,56
8/17/08,479,1066,2281,135,342,68
8/18/08,491,912,1717,152,467,65
8/19/08,468,519,2344,151,433,62
8/20/08,402,559,1701,129,325,31
8/21/08,414,462,1914,43,419,65
8/22/08,515,783,2313,61,477,33
8/23/08,185,958,2839,123,222,55
8/24/08,286,1064,1989,169,386,77
8/25/08,453,757,1420,150,198,34
8/26/08,273,692,1689,102,208,65
8/27/08,163,988,1806,55,274,47
8/28/08,253,714,1367,87,452,72
8/29/08,183,402,2236,191,286,58
8/30/08,326,500,2419,172,286,53
8/31/08,282,617,2584,88,283,65
9/1/08,196,408,2742,74,284,34
9/2/08,313,775,2921,144,474,44
9/3/08,279,822,2185,50,220,27
9/4/08,476,560,2761,67,299,67
9/5/08,450,555,1405,98,476,58
9/6/08,199,947,2977,132,402,32
9/7/08,223,779,3034,78,440,69
9/8/08,201,763,1263,63,386,45
9/9/08,337,856,2790,39,480,66
9/10/08,271,615,2704,57,315,37
9/11/08,379,630,1698,69,430,33
9/12/08,293,706,1924,187,177,58
9/13/08,407,807,1805,162,464,26
9/14/08,242,401,1544,165,341,62
9/15/08,427,480,1818,183,395,50
9/16/08,267,470,3262,148,201,69
9/17/08,223,856,1722,156,466,48
9/18/08,481,849,2337,144,442,39
9/19/08,376,495,2370,153,387,51
9/20/08,498,392,1534,63,323,54
9/21/08,344,510,2386,74,417,34
9/22/08,436,836,1464,103,318,27
9/23/08,313,970,1476,136,331,71
9/24/08,388,908,2088,112,328,37
9/25/08,254,463,1982,81,440,69
9/26/08,292,469,2472,111,502,34
9/27/08,381,660,2245,147,471,63
9/28/08,264,575,2318,40,212,52
9/29/08,476,501,2707,88,462,31
9/30/08,335,879,2869,80,300,27
10/1/08,271,475,2061,105,425,41
10/2/08,513,656,3041,173,278,29
10/3/08,388,398,1724,101,178,78
10/4/08,456,977,3283,132,445,59
10/5/08,472,775,2799,126,317,26
10/6/08,395,578,2616,127,348,77
10/7/08,364,949,1763,186,198,50
10/8/08,469,631,1417,168,299,46
10/9/08,410,948,1859,72,267,81
10/10/08,286,805,2794,85,372,66
10/11/08,380,690,1366,79,208,50
10/12/08,355,588,1761,189,300,77
10/13/08,291,403,1874,88,249,30
10/14/08,206,677,2064,48,175,36
10/15/08,423,743,2409,42,455,25
10/16/08,398,702,2019,159,185,43
10/17/08,195,1073,1569,163,316,26
10/18/08,357,500,1415,174,272,67
10/19/08,287,620,3022,85,437,52
10/20/08,442,952,2442,59,331,49
10/21/08,438,769,1650,70,420,28
10/22/08,285,1003,2404,164,337,66
10/23/08,445,478,2023,75,348,36
10/24/08,179,694,2721,39,229,32
10/25/08,515,459,2768,148,248,31
10/26/08,355,408,1930,63,299,70
10/27/08,500,380,1403,168,273,43
10/28/08,226,914,1519,158,335,53
10/29/08,484,558,1796,112,334,42
10/30/08,414,623,3065,125,295,54
10/31/08,244,737,2829,65,489,32
11/1/08,301,600,1603,69,440,61
11/2/08,414,923,2922,83,248,72
11/3/08,235,816,2900,179,415,50
11/4/08,431,627,1919,43,175,35
11/5/08,209,704,2219,41,335,63
11/6/08,212,395,1889,82,197,39
11/7/08,342,719,1289,101,341,29
11/8/08,303,847,1974,176,257,32
11/9/08,246,436,2290,107,386,67
11/10/08,295,786,1330,67,321,80
11/11/08,468,807,2635,107,489,78
11/12/08,341,551,2529,120,406,31
11/13/08,218,960,1621,54,411,80
11/14/08,310,799,3027,171,387,47
11/15/08,272,410,2893,132,383,36
11/16/08,280,933,2972,94,189,33
11/17/08,435,1065,2100,79,297,65
11/18/08,377,775,1792,131,362,32
11/19/08,261,475,2340,111,286,30
11/20/08,403,701,1260,163,188,59
11/21/08,507,722,2097,120,320,31
11/22/08,357,998,1811,153,232,74
11/23/08,161,764,1558,55,381,31
11/24/08,294,792,1616,85,406,31
11/25/08,376,811,2826,184,489,55
11/26/08,492,773,2424,78,303,79
11/27/08,420,773,1889,61,441,60
11/28/08,229,821,1653,87,492,55
11/29/08,508,427,3234,45,190,65
11/30/08,460,864,1997,162,284,81
12/1/08,464,390,3150,155,399,42
12/2/08,435,447,1558,37,282,53
12/3/08,225,829,1380,129,234,25
12/4/08,204,1030,3079,98,348,59
12/5/08,478,962,1868,131,385,52
12/6/08,194,838,1396,121,292,58
12/7/08,288,650,3033,92,458,35
12/8/08,365,711,1399,189,360,25
12/9/08,226,384,1671,179,270,42
12/10/08,252,629,2976,182,354,38
12/11/08,367,649,1760,143,356,35
12/12/08,370,915,2629,48,442,73
12/13/08,416,1020,2695,143,444,38
12/14/08,307,968,2597,147,488,81
12/15/08,301,504,3275,73,415,52
12/16/08,498,677,1913,162,188,51
12/17/08,473,674,1829,179,392,55
12/18/08,416,832,2624,169,332,41
12/19/08,192,493,2079,107,180,46
12/20/08,242,921,2283,150,225,63
12/21/08,320,591,1269,88,247,56
12/22/08,511,970,2856,85,402,48
12/23/08,400,911,1397,123,497,67
12/24/08,389,671,2045,55,246,53
12/25/08,466,518,2450,49,245,26
12/26/08,438,987,2847,40,200,27
12/27/08,379,728,2969,134,224,46
12/28/08,272,991,2748,63,468,53
12/29/08,437,810,3027,111,220,34
12/30/08,433,392,2305,179,306,50
12/31/08,359,783,1367,174,251,39
1/1/09,511,385,3095,181,318,52
1/2/09,345,929,2633,167,342,46
1/3/09,223,535,1598,182,270,54
1/4/09,509,1055,1423,190,180,78
1/5/09,421,477,3019,125,259,43
1/6/09,329,901,3068,167,286,49
1/7/09,491,1044,1751,53,448,67
1/8/09,189,904,1728,75,357,69
1/9/09,173,791,2900,158,441,25
1/10/09,413,859,1969,99,338,75
1/11/09,370,790,3143,120,251,65
1/12/09,225,620,2632,102,451,63
1/13/09,412,687,3096,117,485,50
1/14/09,314,1024,1919,149,474,30
1/15/09,460,567,1798,171,392,68
1/16/09,232,1042,1463,107,377,36
1/17/09,395,781,2749,86,362,44
1/18/09,478,925,1767,46,178,27
1/19/09,442,991,2009,62,257,41
1/20/09,293,634,1987,172,485,67
1/21/09,418,746,1594,177,415,46
1/22/09,455,1067,1867,37,318,79
1/23/09,305,756,2971,171,170,32
1/24/09,484,915,2492,110,260,68
1/25/09,180,967,1272,47,223,57
1/26/09,287,849,2538,43,230,32
1/27/09,304,724,1378,173,282,69
1/28/09,313,1011,2605,63,427,38
1/29/09,236,1041,2619,162,392,80
1/30/09,412,847,1257,42,364,68
1/31/09,243,439,1518,78,444,48
2/1/09,411,400,2275,100,308,52
2/2/09,207,379,2872,87,500,28
2/3/09,248,554,1796,177,224,49
2/4/09,428,707,2954,100,330,74
2/5/09,498,601,2546,62,328,32
2/6/09,430,457,1312,60,374,58
2/7/09,383,874,3043,63,194,49
2/8/09,365,787,1570,100,428,62
2/9/09,294,1049,1499,106,289,64
2/10/09,433,865,1680,136,439,80
2/11/09,164,852,1359,96,213,35
2/12/09,507,583,2260,71,472,78
2/13/09,495,561,1345,134,437,55
2/14/09,290,704,2298,146,322,53
2/15/09,400,398,2790,150,255,56
2/16/09,475,402,2660,67,403,30
2/17/09,267,611,1267,163,498,35
2/18/09,292,663,3251,171,229,49
2/19/09,269,998,3201,39,210,77
2/20/09,384,711,2384,80,184,34
2/21/09,393,740,2556,90,286,37
2/22/09,507,498,1428,151,329,35
2/23/09,373,580,1732,96,171,55
2/24/09,515,672,1628,72,456,43
2/25/09,162,733,1602,143,171,33
2/26/09,415,875,3097,92,178,29
2/27/09,513,607,3184,72,349,68
2/28/09,357,775,3170,47,361,34
3/1/09,395,488,2858,122,508,31
3/2/09,506,882,1333,54,374,42
3/3/09,342,835,1308,119,496,34
3/4/09,471,718,1773,145,191,68
3/5/09,383,891,2496,162,244,30
3/6/09,283,830,2989,117,368,32
3/7/09,321,849,1936,55,440,62
3/8/09,279,895,1829,47,327,50
3/9/09,286,596,3130,38,474,54
3/10/09,174,502,2964,87,435,75
3/11/09,265,869,1520,126,180,30
3/12/09,171,850,3080,79,461,27
3/13/09,241,411,3275,103,234,77
3/14/09,437,872,1324,66,465,40
3/15/09,449,857,1253,172,231,65
3/16/09,223,537,1894,142,172,72
3/17/09,434,802,1497,104,494,27
3/18/09,415,646,1388,121,369,62
3/19/09,280,968,1772,169,339,28
3/20/09,379,427,2346,151,406,61
3/21/09,259,655,2839,67,237,49
3/22/09,258,477,2707,74,439,49
3/23/09,379,839,2078,65,192,71
3/24/09,352,1031,1888,154,382,76
3/25/09,474,580,1758,81,504,33
3/26/09,246,1019,2776,171,250,59
3/27/09,462,639,2253,101,277,76
3/28/09,293,724,1373,155,282,70
3/29/09,193,482,1538,115,185,35
3/30/09,272,375,1631,63,332,38
3/31/09,175,618,2175,190,315,34
4/1/09,446,471,1811,131,281,30
4/2/09,246,795,3191,175,462,39
4/3/09,429,578,1544,141,391,71
4/4/09,406,717,2616,157,252,39
4/5/09,464,850,1365,177,364,56
4/6/09,331,842,2361,124,266,66
4/7/09,196,570,2978,187,497,39
4/8/09,207,875,2348,67,269,33
4/9/09,390,773,2088,180,177,33
4/10/09,262,517,1815,77,313,62
4/11/09,204,505,1739,46,260,41
4/12/09,461,812,2519,79,314,33
4/13/09,340,401,3037,155,375,30
4/14/09,276,590,2597,186,326,81
4/15/09,173,908,1379,59,449,74
4/16/09,216,872,1801,127,223,33
4/17/09,282,573,2949,91,200,55
4/18/09,354,624,1845,52,173,62
4/19/09,168,826,2257,106,243,57
4/20/09,305,614,1591,56,280,52
4/21/09,462,559,1418,103,397,46
4/22/09,280,922,2808,180,463,48
4/23/09,427,569,3244,167,354,44
4/24/09,303,475,1301,184,502,57
4/25/09,195,641,2727,122,401,75
4/26/09,504,1024,2088,168,450,29
4/27/09,508,1057,3110,146,230,53
4/28/09,345,1023,2947,170,280,34
4/29/09,262,640,3109,154,438,64
4/30/09,167,468,3237,136,445,71
5/1/09,298,1009,1715,85,428,64
5/2/09,182,581,2167,90,266,44
5/3/09,321,595,1924,115,193,25
5/4/09,386,555,2783,143,301,76
5/5/09,250,430,2605,134,187,37
5/6/09,439,912,1853,188,320,64
5/7/09,348,984,2140,51,230,68
5/8/09,219,679,1364,105,296,33
5/9/09,259,716,2691,190,413,41
5/10/09,269,569,1492,63,482,34
5/11/09,284,531,1618,142,285,56
5/12/09,332,1026,2513,72,490,64
5/13/09,371,921,2121,185,191,73
5/14/09,253,842,1652,162,348,81
5/15/09,180,610,1931,99,491,36
5/16/09,447,476,1531,101,505,25
5/17/09,414,971,2573,185,397,47
5/18/09,212,979,2860,185,185,75
5/19/09,397,897,2112,131,361,77
5/20/09,236,432,1296,160,337,30
5/21/09,296,931,2106,122,312,31
5/22/09,258,880,2801,140,428,58
5/23/09,335,954,2905,156,502,41
5/24/09,348,1035,2423,121,458,62
5/25/09,426,687,3284,109,422,52
5/26/09,434,698,2227,167,341,60
5/27/09,199,382,2176,180,197,59
5/28/09,389,928,1277,134,462,43
5/29/09,443,882,2305,114,506,47
5/30/09,332,853,2283,81,273,49
5/31/09,321,730,2857,175,333,57
6/1/09,201,756,2313,80,484,76
6/2/09,396,578,1710,119,252,45
6/3/09,290,831,3054,154,421,48
6/4/09,231,1020,3132,88,408,71
6/5/09,412,709,2060,68,317,36
6/6/09,362,553,2460,38,189,77
6/7/09,229,623,2930,188,240,49
6/8/09,411,635,1464,63,438,76
6/9/09,195,517,2620,185,251,74
6/10/09,431,942,3260,87,211,33
6/11/09,377,1037,3144,85,455,52
6/12/09,304,1025,1661,163,485,54
6/13/09,356,539,2237,115,441,82
6/14/09,223,979,1264,170,248,34
6/15/09,464,780,1587,148,186,53
6/16/09,298,405,2454,186,294,41
6/17/09,294,1030,1661,140,214,80
6/18/09,501,405,1460,77,418,40
6/19/09,214,742,1714,115,387,61
6/20/09,262,915,2600,173,412,37
6/21/09,475,925,1707,133,220,32
6/22/09,496,469,3189,179,254,41
6/23/09,349,392,1951,85,174,78
6/24/09,186,828,2955,138,405,50
6/25/09,316,961,1534,95,341,39
6/26/09,303,354,2493,137,259,67
6/27/09,428,524,2474,183,292,56
6/28/09,206,449,1348,178,490,62
6/29/09,246,759,1393,112,353,73
6/30/09,330,944,3194,88,290,53
7/1/09,253,766,1897,178,195,74
7/2/09,334,546,1287,191,204,32
7/3/09,277,689,3032,120,173,56
7/4/09,395,993,2514,153,457,72
7/5/09,325,792,2894,91,288,56
7/6/09,433,611,3152,90,302,51
7/7/09,422,440,3212,44,233,73
7/8/09,296,623,3140,72,493,76
7/9/09,283,436,2653,39,400,73
7/10/09,241,489,1605,51,348,46
7/11/09,441,537,3020,87,235,29
7/12/09,318,470,2513,108,488,77
7/13/09,291,663,1418,47,198,36
7/14/09,174,503,3287,148,319,69
7/15/09,503,935,2301,130,302,63
7/16/09,241,493,1913,57,468,49
7/17/09,438,913,2297,37,468,65
7/18/09,420,637,2302,127,291,37
7/19/09,514,578,2432,68,450,32
7/20/09,325,622,1504,95,421,80
7/21/09,470,873,2209,141,425,82
7/22/09,278,1029,2102,165,402,33
7/23/09,271,825,2572,186,382,79
7/24/09,424,642,2526,143,271,68
7/25/09,357,407,2696,120,264,62
7/26/09,462,381,2233,40,338,77
7/27/09,443,564,2452,160,412,29
7/28/09,274,947,2551,173,334,33
7/29/09,505,914,2095,132,362,67
7/30/09,401,680,1352,138,505,25
7/31/09,460,404,3268,151,430,42
8/1/09,438,996,1852,153,248,43
8/2/09,429,523,1826,128,376,58
8/3/09,236,1027,1716,55,178,28
8/4/09,383,925,2860,116,206,32
8/5/09,252,636,1538,141,431,54
8/6/09,257,907,3112,78,264,55
8/7/09,269,872,2205,156,492,68
8/8/09,383,1061,1531,125,409,73
8/9/09,425,434,2872,152,484,77
8/10/09,414,766,2681,77,425,62
8/11/09,460,675,2176,141,191,46
8/12/09,376,575,2864,183,510,72
8/13/09,496,897,2188,81,231,70
8/14/09,256,857,1816,86,354,35
8/15/09,452,707,1481,188,269,49
8/16/09,483,886,3018,165,213,66
8/17/09,363,934,1656,43,266,53
8/18/09,256,532,2242,108,172,54
8/19/09,234,819,2059,184,223,75
8/20/09,218,882,2552,61,321,63
8/21/09,510,553,2309,65,186,75
8/22/09,371,1053,3035,171,481,70
8/23/09,346,708,1392,178,471,38
8/24/09,461,413,2958,143,332,67
8/25/09,275,775,1649,55,331,31
8/26/09,464,1057,2490,117,385,69
8/27/09,407,1025,1570,81,447,70
8/28/09,453,999,1797,109,369,59
8/29/09,494,520,1629,170,278,81
8/30/09,254,499,2203,52,361,25
8/31/09,380,1072,2048,129,473,43
9/1/09,217,1004,1802,134,449,67
9/2/09,347,531,1932,178,476,43
9/3/09,435,658,1700,95,259,76
9/4/09,463,1048,1817,130,465,37
9/5/09,245,907,2318,63,234,40
9/6/09,420,1043,2811,64,186,46
9/7/09,451,589,2755,57,307,26
9/8/09,369,524,1936,111,253,72
9/9/09,186,971,2165,169,500,27
9/10/09,473,1041,2797,167,490,30
9/11/09,261,557,1963,149,506,43
9/12/09,362,512,2734,127,360,40
9/13/09,407,886,3118,73,432,43
9/14/09,392,805,2824,163,220,55
9/15/09,266,413,2451,99,444,38
9/16/09,234,798,1301,80,404,31
9/17/09,307,576,2647,85,392,45
9/18/09,169,724,3287,82,427,68
9/19/09,294,636,2997,37,382,32
9/20/09,513,582,1386,177,332,76
9/21/09,430,943,1574,180,243,27
9/22/09,483,498,1719,132,292,30
9/23/09,503,440,2590,102,398,57
9/24/09,318,994,1329,120,360,31
9/25/09,348,756,2126,60,224,35
9/26/09,406,879,2657,50,413,80
9/27/09,191,910,2349,94,298,50
9/28/09,283,833,2708,154,192,39
9/29/09,256,1048,2384,148,226,78
9/30/09,360,1020,2921,97,367,47
10/1/09,510,849,3169,102,244,81
10/2/09,458,569,2861,67,464,70
10/3/09,285,756,1881,160,354,51
10/4/09,509,445,2443,76,488,41
10/5/09,318,1011,1835,150,325,38
10/6/09,258,614,2871,94,247,37
10/7/09,253,849,1362,140,191,35
10/8/09,346,680,2412,172,330,61
10/9/09,460,970,2760,138,356,28
10/10/09,334,590,3045,85,454,47
10/11/09,227,1028,2593,138,441,35
10/12/09,248,609,2225,102,393,64
10/13/09,340,549,2956,132,182,45
10/14/09,230,686,1333,115,297,65
10/15/09,222,1041,1374,105,352,25
10/16/09,401,658,2816,97,477,66
10/17/09,382,697,3229,68,186,68
10/18/09,227,925,3094,173,191,70
10/19/09,289,1063,2843,56,394,44
10/20/09,376,634,3253,81,247,68
10/21/09,373,763,2700,48,224,49
10/22/09,328,680,2496,175,264,71
10/23/09,161,949,2421,70,178,53
10/24/09,502,929,2574,64,284,65
10/25/09,302,991,2041,119,248,72
10/26/09,353,695,1732,158,238,75
10/27/09,369,964,1623,60,206,55
10/28/09,253,696,1573,185,393,42
10/29/09,471,815,1659,159,452,58
10/30/09,176,788,3112,96,179,33
10/31/09,380,607,3136,90,401,27
11/1/09,332,997,1748,175,408,59
11/2/09,401,934,3164,171,383,35
11/3/09,189,430,1358,39,387,32
11/4/09,447,862,1499,89,261,41
11/5/09,369,602,2327,65,489,66
11/6/09,299,594,2708,100,413,49
11/7/09,224,1035,2942,128,348,37
11/8/09,466,667,3011,62,273,35
11/9/09,284,924,2577,138,434,49
11/10/09,272,699,3245,136,215,59
11/11/09,450,906,3117,190,354,61
11/12/09,349,1061,1485,62,347,71
11/13/09,296,786,3265,177,192,68
11/14/09,175,994,1603,79,194,48
11/15/09,483,604,1820,50,484,57
11/16/09,330,862,2398,184,392,82
11/17/09,263,642,3182,106,257,25
11/18/09,204,476,2729,138,256,51
11/19/09,331,592,1821,127,447,33
11/20/09,192,830,2867,165,474,47
11/21/09,162,468,2824,178,238,45
11/22/09,424,727,2002,101,243,60
11/23/09,300,875,2820,105,380,82
11/24/09,254,996,2994,120,290,33
11/25/09,266,704,2455,53,290,78
11/26/09,410,773,1972,142,319,49
11/27/09,165,775,2063,41,271,70
11/28/09,509,1009,2502,55,349,43
11/29/09,247,867,3252,131,421,48
11/30/09,240,965,1694,168,481,44
12/1/09,250,1045,3069,49,217,58
12/2/09,244,882,1421,145,182,42
12/3/09,370,415,1519,115,436,76
12/4/09,463,567,2577,172,364,26
12/5/09,322,647,1536,80,503,64
12/6/09,425,1010,2150,123,386,76
12/7/09,252,576,3154,131,370,44
12/8/09,475,562,2108,38,388,31
12/9/09,463,719,1903,48,394,54
12/10/09,504,839,3284,169,185,25
12/11/09,349,879,2189,68,456,68
12/12/09,429,915,2259,147,245,63
12/13/09,273,402,1515,154,390,45
12/14/09,250,486,2007,160,211,50
12/15/09,465,727,2467,161,371,25
12/16/09,275,552,1351,139,212,81
12/17/09,284,798,1986,63,282,45
12/18/09,274,544,2714,130,351,66
12/19/09,241,592,1680,71,331,62
12/20/09,358,803,2383,172,332,45
12/21/09,178,542,2774,142,328,30
12/22/09,219,610,1861,53,277,57
12/23/09,478,514,1976,98,209,66
12/24/09,499,406,2947,69,209,51
12/25/09,407,688,3016,154,392,51
12/26/09,418,665,1796,89,297,31
12/27/09,421,377,2544,78,440,80
